src_id,dst_id,type
0,9365,0
0,10457,0
0,10341,0
0,8753,0
1,7068,0
1,8710,0
1,9357,0
1,7827,0
1,7221,0
1,7287,0
1,8696,0
2,8900,0
2,7183,0
2,8408,0
2,8369,0
3,9061,0
3,9959,0
3,7271,0
3,8738,0
4,7421,0
4,7561,0
4,7948,0
4,9005,0
4,8239,0
4,9616,0
4,8409,0
4,8312,0
4,7833,0
5,10206,0
5,10122,0
5,8589,0
5,9358,0
5,9651,0
5,8438,0
5,9625,0
6,9791,0
6,10631,0
6,8168,0
6,8138,0
6,7948,0
7,9684,0
7,9630,0
7,8360,0
7,8442,0
8,7108,0
8,9696,0
8,8306,0
8,9732,0
9,8348,0
9,9119,0
9,7968,0
9,9632,0
9,9124,0
9,7337,0
9,8234,0
9,8489,0
9,9259,0
9,9391,0
9,7600,0
9,9393,0
9,9396,0
9,7991,0
9,8887,0
9,7993,0
9,9144,0
9,7867,0
9,9401,0
9,8388,0
9,10180,0
9,7366,0
9,10438,0
9,8266,0
9,10573,0
9,10319,0
9,10064,0
9,8915,0
9,9048,0
9,8284,0
9,8542,0
9,10336,0
9,7653,0
9,9318,0
9,7528,0
9,9576,0
9,7274,0
9,8170,0
9,8300,0
9,8045,0
9,8301,0
9,7282,0
9,10098,0
9,9077,0
9,8954,0
9,8703,0
9,10114,0
9,8707,0
9,7812,0
9,7434,0
9,8332,0
9,7950,0
9,10128,0
9,10134,0
10,9821,0
10,8254,0
10,9632,0
10,9549,0
10,7158,0
10,8600,0
10,7993,0
10,7642,0
11,9357,0
11,10634,0
11,7210,0
11,9893,0
12,7957,0
12,8534,0
12,9054,0
12,7827,0
13,7108,0
13,8040,0
13,7464,0
13,8779,0
13,9325,0
13,9296,0
13,7697,0
13,8369,0
13,10096,0
13,7124,0
13,9270,0
13,8217,0
14,8958,0
14,9344,0
14,8400,0
14,8369,0
14,8658,0
14,10002,0
14,10325,0
14,10390,0
15,7165,0
15,7837,0
15,7869,0
15,10014,0
15,8417,0
15,8761,0
15,7267,0
15,7749,0
15,8294,0
15,7879,0
15,8491,0
15,7629,0
15,9967,0
15,8723,0
15,8025,0
15,7674,0
16,9965,0
16,7165,0
16,8182,0
16,9922,0
17,9886,0
17,8802,0
17,7668,0
17,8395,0
17,7532,0
17,7726,0
17,10002,0
17,7924,0
17,10325,0
17,7193,0
18,10300,0
18,10279,0
18,9713,0
18,10335,0
19,9378,0
19,8745,0
19,9354,0
19,7502,0
19,9938,0
19,10581,0
19,8054,0
19,10619,0
20,8877,0
20,10574,0
20,7953,0
20,9987,0
21,7916,0
21,8854,0
21,10163,0
21,9076,0
22,8354,0
22,10018,0
22,10180,0
22,7398,0
22,8423,0
22,7624,0
22,8018,0
22,8597,0
23,8685,0
23,8453,0
23,7527,0
23,10569,0
24,7358,0
24,8358,0
24,9511,0
24,7413,0
24,9435,0
25,7165,0
25,8226,0
25,7556,0
25,9574,0
25,9000,0
25,7213,0
25,10381,0
25,7888,0
25,7505,0
25,10358,0
25,9401,0
25,8795,0
26,10293,0
26,9168,0
26,8298,0
26,8058,0
27,10175,0
27,9320,0
27,7087,0
27,8416,0
28,8900,0
28,7144,0
28,8399,0
28,7860,0
28,7961,0
28,10234,0
29,7452,0
29,10615,0
29,9049,0
29,9979,0
30,9868,0
30,8877,0
30,10415,0
30,9073,0
31,9660,0
31,8291,0
31,7556,0
31,7555,0
31,10595,0
31,9833,0
31,10171,0
31,8560,0
31,7570,0
31,10419,0
31,9240,0
31,8475,0
32,10468,0
32,10451,0
32,7601,0
32,10331,0
33,10462,0
33,7265,0
33,7430,0
33,9837,0
33,10607,0
33,7921,0
34,8863,0
34,7555,0
34,7556,0
34,9827,0
34,8202,0
34,7086,0
34,8560,0
34,9306,0
35,7084,0
35,10325,0
35,8391,0
35,8841,0
36,9245,0
36,7686,0
36,7535,0
36,7842,0
37,8892,0
37,7102,0
37,9823,0
37,7362,0
37,7172,0
37,7333,0
37,7364,0
37,8328,0
37,8140,0
37,7666,0
37,9783,0
37,7161,0
38,8508,0
38,8798,0
38,7319,0
38,10400,0
39,9357,0
39,10325,0
39,9425,0
39,9443,0
40,8522,0
40,7470,0
40,7760,0
40,7350,0
40,8731,0
41,7148,0
41,9744,0
41,7255,0
41,7384,0
42,10461,0
42,7245,0
42,7973,0
42,9842,0
43,10166,0
43,10345,0
43,8546,0
43,9707,0
44,7207,0
44,9864,0
44,8073,0
44,10443,0
44,9453,0
44,9678,0
44,7983,0
44,10031,0
44,8018,0
44,7572,0
45,9541,0
45,10325,0
45,9472,0
45,9034,0
46,9799,0
46,9066,0
46,8751,0
46,7154,0
46,9874,0
46,9716,0
46,7829,0
46,10586,0
47,8741,0
47,9000,0
47,7086,0
47,8496,0
47,9660,0
47,9407,0
47,7366,0
47,7624,0
47,7505,0
47,8537,0
47,8542,0
47,9574,0
47,7912,0
47,10600,0
47,9963,0
47,8685,0
47,10098,0
47,8569,0
47,9855,0
47,7425,0
47,7812,0
47,9099,0
47,9356,0
48,8093,0
48,10037,0
48,8072,0
48,9676,0
48,10351,0
48,10543,0
48,8725,0
48,8150,0
48,9687,0
49,7428,0
49,8798,0
49,8270,0
49,9742,0
50,9511,0
50,8504,0
50,8793,0
50,8962,0
51,9565,0
51,10399,0
51,7561,0
51,8939,0
52,8925,0
52,10527,0
52,7108,0
52,7719,0
52,10607,0
53,9932,0
53,9595,0
53,8122,0
53,8467,0
54,9632,0
54,9574,0
54,8874,0
54,9483,0
54,10443,0
54,9165,0
54,8750,0
54,8111,0
54,7887,0
54,7893,0
55,8989,0
55,10527,0
55,8323,0
55,10453,0
55,8745,0
55,8841,0
55,8458,0
55,9325,0
55,9166,0
55,8145,0
55,9269,0
56,9053,0
56,7280,0
56,9309,0
56,8827,0
57,8390,0
57,9032,0
57,7272,0
57,8854,0
58,9022,0
58,8390,0
58,7242,0
58,8114,0
59,7812,0
59,7590,0
59,8177,0
59,7892,0
59,9817,0
59,9083,0
60,10172,0
60,7581,0
60,8255,0
60,10037,0
60,10562,0
60,8072,0
60,7081,0
60,10351,0
60,10543,0
60,8725,0
60,8150,0
60,8089,0
60,8315,0
61,10300,0
61,9805,0
61,9368,0
61,9235,0
62,10018,0
62,7619,0
62,7556,0
62,7397,0
62,9763,0
62,10468,0
62,10597,0
62,7849,0
62,10089,0
62,9549,0
62,9304,0
62,7727,0
62,9072,0
62,10159,0
62,8631,0
62,8728,0
62,9850,0
63,8607,0
63,8226,0
63,8354,0
63,7978,0
63,9391,0
63,7600,0
63,9147,0
63,9408,0
63,10306,0
63,7624,0
63,8015,0
63,9681,0
63,10071,0
63,8542,0
63,8046,0
63,8954,0
63,9213,0
63,8449,0
63,10114,0
63,7427,0
63,7812,0
63,8332,0
63,10008,0
63,7963,0
64,9439,0
64,9887,0
64,8486,0
64,9226,0
64,8172,0
64,7182,0
64,9360,0
64,9618,0
64,10165,0
64,8983,0
65,9790,0
65,8064,0
65,7716,0
65,9780,0
65,10582,0
66,9119,0
66,9259,0
66,8111,0
66,8761,0
66,7749,0
66,7366,0
66,9678,0
66,10318,0
66,8018,0
66,10071,0
66,9304,0
66,9048,0
66,9306,0
66,8928,0
66,9063,0
66,10097,0
66,10225,0
66,8180,0
66,10612,0
66,7931,0
66,7425,0
66,10114,0
66,7556,0
66,8597,0
67,9921,0
67,8592,0
67,9425,0
67,10395,0
68,8414,0
68,10081,0
68,9970,0
68,10278,0
69,8716,0
69,7997,0
69,9325,0
69,8323,0
70,7742,0
70,7464,0
70,7560,0
70,9322,0
70,10380,0
70,9645,0
70,7566,0
70,7183,0
70,7952,0
70,9199,0
70,8050,0
70,8952,0
70,7961,0
71,7900,0
71,9607,0
71,7992,0
71,7897,0
72,7655,0
72,9357,0
72,9425,0
72,8369,0
72,9842,0
73,8438,0
73,8047,0
73,7576,0
73,9616,0
74,8780,0
74,8552,0
74,8527,0
74,8304,0
75,10070,0
75,9696,0
75,7522,0
75,7716,0
75,8588,0
75,9780,0
75,8565,0
75,9558,0
76,8908,0
76,10590,0
76,7478,0
76,9666,0
77,10206,0
77,9791,0
77,7685,0
77,9619,0
77,8244,0
78,7070,0
78,9425,0
78,7224,0
78,8521,0
79,8341,0
79,9382,0
79,9225,0
79,7561,0
80,7714,0
80,7590,0
80,8870,0
80,10153,0
80,7600,0
80,9399,0
80,9144,0
80,7993,0
80,10438,0
80,10570,0
80,7499,0
80,10188,0
80,9933,0
80,9821,0
80,9827,0
80,9574,0
80,8301,0
80,9197,0
80,9204,0
80,9077,0
80,7550,0
80,8578,0
80,9356,0
80,10134,0
81,8318,0
81,8854,0
81,9862,0
81,10451,0
82,7552,0
82,7427,0
82,9284,0
82,7398,0
82,8553,0
82,8202,0
82,10358,0
82,8410,0
82,7867,0
83,9982,0
83,10078,0
83,7745,0
83,10218,0
83,7084,0
83,8143,0
83,8945,0
83,8854,0
83,10551,0
84,7276,0
84,9054,0
84,10070,0
84,10174,0
85,9086,0
85,7619,0
85,8200,0
85,9198,0
85,8560,0
85,7253,0
85,8761,0
86,7701,0
86,10223,0
86,7343,0
86,7754,0
87,8607,0
87,7968,0
87,9632,0
87,10145,0
87,9391,0
87,7600,0
87,7602,0
87,9144,0
87,7867,0
87,10555,0
87,9408,0
87,8898,0
87,8389,0
87,9798,0
87,8266,0
87,10319,0
87,7251,0
87,10071,0
87,9048,0
87,8537,0
87,10073,0
87,10336,0
87,7528,0
87,9836,0
87,10225,0
87,7283,0
87,8954,0
87,8573,0
87,9213,0
87,7812,0
87,8332,0
87,7950,0
88,8420,0
88,8438,0
88,10300,0
88,7899,0
89,8991,0
89,8872,0
89,9260,0
89,7855,0
89,8884,0
89,9140,0
89,9911,0
89,8128,0
89,8647,0
89,7881,0
89,10571,0
89,7648,0
89,8567,0
89,9474,0
89,8454,0
89,10502,0
89,7945,0
89,8977,0
89,7574,0
89,9495,0
90,10143,0
90,9949,0
90,9815,0
90,9040,0
91,9724,0
91,9625,0
91,9054,0
91,9954,0
91,9923,0
91,9606,0
91,7561,0
91,9097,0
91,8369,0
91,10289,0
91,10132,0
91,8407,0
91,9433,0
92,8991,0
92,7328,0
92,8097,0
92,8992,0
92,8101,0
92,8872,0
92,9260,0
92,7855,0
92,9140,0
92,9278,0
92,7232,0
92,8128,0
92,7106,0
92,9538,0
92,9542,0
92,8647,0
92,9161,0
92,10571,0
92,9423,0
92,9808,0
92,7131,0
92,7134,0
92,8158,0
92,7392,0
92,7648,0
92,8415,0
92,9951,0
92,7911,0
92,8809,0
92,9711,0
92,9329,0
92,8066,0
92,7684,0
92,7814,0
92,7945,0
92,7947,0
92,9995,0
92,8982,0
92,9495,0
93,8125,0
93,7552,0
93,8355,0
93,9284,0
93,9669,0
93,7799,0
93,7867,0
94,7653,0
94,7366,0
94,9048,0
94,9144,0
94,8235,0
94,9240,0
94,8045,0
94,9306,0
94,9356,0
94,7600,0
94,9616,0
94,9836,0
94,7379,0
94,10098,0
94,10071,0
94,7928,0
94,10073,0
94,8954,0
95,8458,0
95,8145,0
95,8981,0
95,7671,0
95,8571,0
96,9470,0
96,10041,0
96,10390,0
96,7747,0
97,8327,0
97,9923,0
97,8641,0
97,7779,0
98,8348,0
98,8226,0
98,8741,0
98,8234,0
98,8111,0
98,7991,0
98,8887,0
98,9401,0
98,9152,0
98,8388,0
98,7624,0
98,7113,0
98,8520,0
98,10319,0
98,10073,0
98,8155,0
98,8542,0
98,8170,0
98,7283,0
98,7802,0
98,7546,0
98,8703,0
98,10367,0
98,8200,0
98,10381,0
98,7444,0
98,8597,0
98,10134,0
99,10316,0
99,9677,0
99,7680,0
99,10337,0
100,9220,0
100,9975,0
100,8104,0
100,8882,0
101,9837,0
101,8518,0
101,10479,0
101,7944,0
102,9996,0
102,9466,0
102,10337,0
102,9074,0
103,7189,0
103,9926,0
103,9982,0
103,7219,0
104,7260,0
104,7550,0
104,9124,0
104,7209,0
104,10443,0
104,8685,0
104,7695,0
104,8372,0
104,8664,0
105,7798,0
105,7351,0
105,7553,0
105,7946,0
106,8135,0
106,9453,0
106,9678,0
106,8948,0
106,7606,0
106,10552,0
106,8537,0
107,7388,0
107,7093,0
107,9224,0
107,7555,0
108,7492,0
108,9695,0
108,8856,0
108,10123,0
109,8189,0
109,9055,0
109,8962,0
109,10466,0
109,8969,0
109,9290,0
109,7852,0
109,7149,0
109,10417,0
109,8917,0
109,9783,0
109,10330,0
110,8993,0
110,7620,0
110,7652,0
110,9266,0
110,8370,0
111,8854,0
111,8360,0
