src_id,dst_id,type
0,8623,0
0,10007,0
0,10378,0
0,10457,0
1,7518,0
1,7827,0
1,8592,0
1,9357,0
1,10390,0
2,7224,0
2,8369,0
2,9406,0
2,10460,0
3,8149,0
3,8738,0
3,9751,0
3,10025,0
3,10498,0
4,7322,0
4,7435,0
4,7561,0
4,7905,0
4,8393,0
4,8409,0
4,8546,0
4,8785,0
4,8914,0
4,9066,0
4,10009,0
4,10267,0
5,10118,0
5,10122,0
5,10206,0
5,10325,0
5,10418,0
6,7362,0
6,8168,0
6,9024,0
6,10631,0
7,7356,0
7,7662,0
7,8306,0
7,8310,0
7,8360,0
7,8798,0
7,9150,0
7,9763,0
8,7108,0
8,7442,0
8,9272,0
8,9517,0
9,7113,0
9,7207,0
9,7337,0
9,7366,0
9,7505,0
9,7807,0
9,7835,0
9,7887,0
9,7931,0
9,7950,0
9,7991,0
9,8152,0
9,8200,0
9,8204,0
9,8226,0
9,8234,0
9,8332,0
9,8388,0
9,8423,0
9,8489,0
9,8607,0
9,8640,0
9,8839,0
9,8876,0
9,9063,0
9,9077,0
9,9173,0
9,9198,0
9,9324,0
9,9565,0
9,9785,0
9,9798,0
9,9898,0
9,10008,0
9,10128,0
9,10145,0
9,10186,0
9,10225,0
9,10438,0
9,10516,0
10,7207,0
10,7477,0
10,7572,0
10,7993,0
10,8073,0
10,8177,0
10,8254,0
10,8950,0
10,9599,0
10,9998,0
10,10228,0
11,7191,0
11,9045,0
11,9357,0
11,9384,0
11,9425,0
11,9893,0
12,8261,0
12,8951,0
12,9054,0
12,10192,0
13,7464,0
13,7515,0
13,8213,0
13,8217,0
13,8803,0
13,9302,0
13,9670,0
13,9705,0
13,10398,0
14,7124,0
14,7224,0
14,7279,0
14,7764,0
14,8218,0
14,8267,0
14,8369,0
14,8592,0
14,8696,0
14,8803,0
14,8900,0
14,9344,0
14,9425,0
14,9640,0
14,10002,0
14,10119,0
14,10206,0
14,10325,0
14,10365,0
14,10390,0
15,7099,0
15,7165,0
15,7208,0
15,7776,0
15,7869,0
15,7892,0
15,8111,0
15,8720,0
15,8786,0
15,8840,0
15,9052,0
15,9472,0
15,9963,0
15,10133,0
16,7165,0
16,7234,0
16,8565,0
16,10478,0
17,7726,0
17,7783,0
17,10099,0
17,10325,0
18,8318,0
18,8470,0
18,8799,0
18,9011,0
18,10250,0
18,10335,0
18,10357,0
19,7175,0
19,7198,0
19,7345,0
19,7376,0
19,7442,0
19,7640,0
19,7831,0
19,7876,0
19,7938,0
19,8038,0
19,8304,0
19,8323,0
19,8336,0
19,8385,0
19,8783,0
19,8784,0
19,8981,0
19,9237,0
19,9325,0
19,9354,0
