src_id,dst_id,type
0,7613,0
0,10007,0
0,9325,0
0,8203,0
1,10206,0
1,7088,0
1,10390,0
1,7827,0
2,8760,0
2,10206,0
2,7967,0
2,8995,0
2,7224,0
2,8369,0
2,8594,0
2,7190,0
2,8568,0
2,10393,0
3,9751,0
3,10457,0
3,8346,0
3,9355,0
4,8430,0
4,8785,0
4,9066,0
4,8099,0
5,10206,0
5,8592,0
5,10002,0
5,10325,0
5,9625,0
6,7295,0
6,8168,0
6,8546,0
6,9571,0
7,8734,0
7,8632,0
7,9113,0
7,8306,0
8,10335,0
8,7108,0
8,8847,0
8,10420,0
8,9272,0
8,8441,0
9,8348,0
9,9119,0
9,7968,0
9,9632,0
9,9124,0
9,7337,0
9,8234,0
9,8489,0
9,9259,0
9,9391,0
9,7600,0
9,9393,0
9,9396,0
9,7991,0
9,8887,0
9,7993,0
9,9144,0
9,7867,0
9,9401,0
9,8388,0
9,10180,0
9,7366,0
9,10438,0
9,8266,0
9,10573,0
9,10319,0
9,10064,0
9,8915,0
9,9048,0
9,8284,0
9,8542,0
9,10336,0
9,7653,0
9,9318,0
9,7528,0
9,9576,0
9,7274,0
9,8170,0
9,8300,0
9,8045,0
9,8301,0
9,7282,0
9,10098,0
9,9077,0
9,8954,0
9,8703,0
9,10114,0
9,8707,0
9,7812,0
9,7434,0
9,8332,0
9,7950,0
9,10128,0
9,10134,0
10,7207,0
10,8235,0
10,9836,0
10,7213,0
10,10545,0
10,8950,0
10,9144,0
11,9357,0
11,10325,0
11,9425,0
11,9443,0
12,10316,0
12,7069,0
12,9054,0
12,10107,0
13,7221,0
13,7496,0
13,8213,0
13,7515,0
14,10365,0
14,10002,0
14,7827,0
14,7124,0
14,7224,0
15,7165,0
15,7837,0
15,7869,0
15,10014,0
15,8417,0
15,8761,0
15,7267,0
15,7749,0
15,8294,0
15,7879,0
15,8491,0
15,7629,0
15,9967,0
15,8723,0
15,8025,0
15,7674,0
16,10420,0
16,10478,0
16,10211,0
16,9051,0
17,9886,0
17,8802,0
17,7668,0
17,8395,0
17,7532,0
17,7726,0
17,10002,0
17,7924,0
17,10325,0
17,7193,0
18,8967,0
18,10350,0
18,8799,0
18,9433,0
19,9269,0
19,7971,0
19,8900,0
19,9325,0
19,10258,0
19,8981,0
19,7831,0
19,9752,0
19,10617,0
20,8877,0
20,10574,0
20,7953,0
20,9987,0
21,9719,0
21,9351,0
21,10401,0
21,10163,0
22,9948,0
22,9574,0
22,10534,0
22,7468,0
22,8844,0
22,8624,0
22,8537,0
23,8685,0
23,8453,0
23,7527,0
23,10569,0
24,7358,0
24,8358,0
24,9511,0
24,7413,0
